Well_Num,region_name,trend_line_slope,trend_line_int,state,category,period,month,time_scale
456,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
457,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
458,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
455,Omineca,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
439,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
441,South Coast,0.1725,15.788,Stable,Stable or Increasing,Monthly,Sep,10 Years
460,South Coast,-0.0546,83.8646,Stable,Stable or Increasing,Monthly,Sep,10 Years
461,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
440,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
459,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
463,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
471,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
443,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
469,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
470,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
462,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
473,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
480,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
468,Kootenay / Boundary,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
467,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
477,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
475,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
476,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
478,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
483,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
485,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
486,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
479,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
444,Kootenay / Boundary,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
489,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
488,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
490,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
482,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
481,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
493,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
487,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
491,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
492,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
495,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
497,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
499,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
498,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
502,Omineca,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
501,Skeena,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
506,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
509,Kootenay / Boundary,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
496,Northeast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
512,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
510,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
508,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Sep,10 Years
071,West Coast,-0.021,6.1309,Stable,Stable or Increasing,Monthly,Oct,10 Years
228,West Coast,-0.0052,7.8218,Stable,Stable or Increasing,Monthly,Oct,10 Years
316,West Coast,0.0219,3.1155,Stable,Stable or Increasing,Monthly,Oct,10 Years
172,Thompson / Okanagan,0.034,15.3199,Stable,Stable or Increasing,Monthly,Oct,10 Years
295,West Coast,0.0749,9.7901,Stable,Stable or Increasing,Monthly,Oct,10 Years
327,West Coast,0.168,8.8634,Stable,Stable or Increasing,Monthly,Oct,10 Years
217,Kootenay / Boundary,0.0127,3.1646,Stable,Stable or Increasing,Monthly,Oct,10 Years
045,Thompson / Okanagan,-0.0743,9.6728,Stable,Stable or Increasing,Monthly,Oct,10 Years
074,Kootenay / Boundary,0.1979,26.0804,Stable,Stable or Increasing,Monthly,Oct,10 Years
058,West Coast,0.0224,8.2535,Stable,Stable or Increasing,Monthly,Oct,10 Years
060,West Coast,-0.0499,10.142,Stable,Stable or Increasing,Monthly,Oct,10 Years
075,Thompson / Okanagan,-0.0398,2.9462,Stable,Stable or Increasing,Monthly,Oct,10 Years
080,Cariboo,-0.0443,5.0821,Stable,Stable or Increasing,Monthly,Oct,10 Years
035,Thompson / Okanagan,-0.0732,3.7351,Stable,Stable or Increasing,Monthly,Oct,10 Years
081,Cariboo,-0.0823,4.7881,Stable,Stable or Increasing,Monthly,Oct,10 Years
125,West Coast,-0.0057,0.455,Stable,Stable or Increasing,Monthly,Oct,10 Years
082,Cariboo,-0.278,9.913,Stable,Stable or Increasing,Monthly,Oct,10 Years
084,Omineca,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
088,Cariboo,-0.256,16.6771,Stable,Stable or Increasing,Monthly,Oct,10 Years
233,West Coast,-0.0784,30.3178,Stable,Stable or Increasing,Monthly,Oct,10 Years
089,Skeena,-0.0882,32.7471,Increasing,Stable or Increasing,Monthly,Oct,10 Years
061,West Coast,NA,NA,Stable,Stable or Increasing,Monthly,Oct,10 Years
096,Thompson / Okanagan,0.001,3.6771,Stable,Stable or Increasing,Monthly,Oct,10 Years
154,Thompson / Okanagan,-0.0343,4.3869,Stable,Stable or Increasing,Monthly,Oct,10 Years
152,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
484,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
299,South Coast,-0.0192,4.0648,Stable,Stable or Increasing,Monthly,Oct,10 Years
115,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
117,Thompson / Okanagan,0.074,16.6882,Stable,Stable or Increasing,Monthly,Oct,10 Years
118,Thompson / Okanagan,-0.1915,16.4027,Stable,Stable or Increasing,Monthly,Oct,10 Years
122,Thompson / Okanagan,-0.2271,2.7899,Stable,Stable or Increasing,Monthly,Oct,10 Years
015,South Coast,-0.1349,9.0583,Stable,Stable or Increasing,Monthly,Oct,10 Years
128,West Coast,-0.0831,1.9621,Stable,Stable or Increasing,Monthly,Oct,10 Years
124,Northeast,0.0023,19.0879,Stable,Stable or Increasing,Monthly,Oct,10 Years
326,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
065,West Coast,0.0327,3.3782,Stable,Stable or Increasing,Monthly,Oct,10 Years
008,South Coast,0.0474,18.9408,Stable,Stable or Increasing,Monthly,Oct,10 Years
196,West Coast,-0.0129,3.1715,Stable,Stable or Increasing,Monthly,Oct,10 Years
002,South Coast,0.0642,13.593,Stable,Stable or Increasing,Monthly,Oct,10 Years
200,Skeena,-0.6827,26.0176,Stable,Stable or Increasing,Monthly,Oct,10 Years
201,West Coast,0.0068,6.5997,Stable,Stable or Increasing,Monthly,Oct,10 Years
328,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
265,West Coast,-0.1501,8.9664,Stable,Stable or Increasing,Monthly,Oct,10 Years
185,Thompson / Okanagan,0.0091,4.6395,Stable,Stable or Increasing,Monthly,Oct,10 Years
240,West Coast,-0.0047,6.9449,Stable,Stable or Increasing,Monthly,Oct,10 Years
232,West Coast,0.2206,4.6317,Stable,Stable or Increasing,Monthly,Oct,10 Years
180,Thompson / Okanagan,-0.161,9.9572,Stable,Stable or Increasing,Monthly,Oct,10 Years
397,West Coast,-0.1223,41.0153,Stable,Stable or Increasing,Monthly,Oct,10 Years
203,Thompson / Okanagan,0.0673,25.2414,Stable,Stable or Increasing,Monthly,Oct,10 Years
204,West Coast,-0.0018,2.3195,Stable,Stable or Increasing,Monthly,Oct,10 Years
211,West Coast,0.0233,2.9717,Stable,Stable or Increasing,Monthly,Oct,10 Years
338,West Coast,-0.1341,32.3673,Increasing,Stable or Increasing,Monthly,Oct,10 Years
446,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
310,West Coast,0.2428,7.8395,Stable,Stable or Increasing,Monthly,Oct,10 Years
197,West Coast,0.0164,6.9274,Stable,Stable or Increasing,Monthly,Oct,10 Years
344,Thompson / Okanagan,0.0186,3.4853,Stable,Stable or Increasing,Monthly,Oct,10 Years
346,Thompson / Okanagan,NA,NA,Stable,Stable or Increasing,Monthly,Oct,10 Years
320,West Coast,-0.0794,24.437,Stable,Stable or Increasing,Monthly,Oct,10 Years
236,Thompson / Okanagan,-0.4404,26.7743,Increasing,Stable or Increasing,Monthly,Oct,10 Years
255,South Coast,-0.0224,2.8337,Stable,Stable or Increasing,Monthly,Oct,10 Years
303,West Coast,-0.2016,24.9831,Increasing,Stable or Increasing,Monthly,Oct,10 Years
408,South Coast,0.0144,21.8705,Stable,Stable or Increasing,Monthly,Oct,10 Years
262,Thompson / Okanagan,-0.3529,58.7863,Stable,Stable or Increasing,Monthly,Oct,10 Years
258,West Coast,-0.2694,14.4222,Stable,Stable or Increasing,Monthly,Oct,10 Years
260,Cariboo,-0.0355,64.0355,Stable,Stable or Increasing,Monthly,Oct,10 Years
259,South Coast,0.0187,1.5359,Stable,Stable or Increasing,Monthly,Oct,10 Years
275,South Coast,-0.0357,6.3704,Stable,Stable or Increasing,Monthly,Oct,10 Years
261,Cariboo,-0.3124,26.4244,Stable,Stable or Increasing,Monthly,Oct,10 Years
380,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
321,West Coast,-0.1305,11.4747,Stable,Stable or Increasing,Monthly,Oct,10 Years
290,West Coast,0.0497,1.2156,Stable,Stable or Increasing,Monthly,Oct,10 Years
272,South Coast,-0.0249,5.3556,Stable,Stable or Increasing,Monthly,Oct,10 Years
047,Thompson / Okanagan,-0.0595,7.6832,Stable,Stable or Increasing,Monthly,Oct,10 Years
376,Cariboo,-0.0734,5.7384,Stable,Stable or Increasing,Monthly,Oct,10 Years
399,Thompson / Okanagan,-0.0098,2.2177,Stable,Stable or Increasing,Monthly,Oct,10 Years
282,Thompson / Okanagan,0.3465,6.5189,Stable,Stable or Increasing,Monthly,Oct,10 Years
284,West Coast,-0.0771,1.3139,Stable,Stable or Increasing,Monthly,Oct,10 Years
283,West Coast,-0.0042,5.7292,Stable,Stable or Increasing,Monthly,Oct,10 Years
286,Northeast,-0.0952,13.4904,Stable,Stable or Increasing,Monthly,Oct,10 Years
289,Cariboo,0.1317,8.8948,Stable,Stable or Increasing,Monthly,Oct,10 Years
287,West Coast,0.3808,6.337,Large Rate of Decline,Large Rate of Decline,Monthly,Oct,10 Years
288,West Coast,0.0483,16.5086,Stable,Stable or Increasing,Monthly,Oct,10 Years
305,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
291,Kootenay / Boundary,0.6546,6.4542,Large Rate of Decline,Large Rate of Decline,Monthly,Oct,10 Years
292,South Coast,0.0548,9.8822,Moderate Rate of Decline,Moderate Rate of Decline,Monthly,Oct,10 Years
293,Omineca,-0.053,9.2834,Stable,Stable or Increasing,Monthly,Oct,10 Years
294,Thompson / Okanagan,0.0311,8.8191,Stable,Stable or Increasing,Monthly,Oct,10 Years
343,West Coast,0.242,15.819,Stable,Stable or Increasing,Monthly,Oct,10 Years
296,Thompson / Okanagan,-0.008,4.4327,Stable,Stable or Increasing,Monthly,Oct,10 Years
297,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
302,Thompson / Okanagan,-0.0135,8.5987,Stable,Stable or Increasing,Monthly,Oct,10 Years
304,West Coast,-0.6982,12.1028,Increasing,Stable or Increasing,Monthly,Oct,10 Years
301,South Coast,-0.0493,18.7742,Stable,Stable or Increasing,Monthly,Oct,10 Years
306,Kootenay / Boundary,0.0024,5.5807,Stable,Stable or Increasing,Monthly,Oct,10 Years
333,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
313,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
309,Kootenay / Boundary,-0.0234,24.1411,Stable,Stable or Increasing,Monthly,Oct,10 Years
311,Thompson / Okanagan,-0.1987,18.81,Increasing,Stable or Increasing,Monthly,Oct,10 Years
319,West Coast,0.0145,15.3361,Stable,Stable or Increasing,Monthly,Oct,10 Years
312,West Coast,0.0291,3.4297,Stable,Stable or Increasing,Monthly,Oct,10 Years
318,West Coast,0.1018,2.925,Stable,Stable or Increasing,Monthly,Oct,10 Years
314,West Coast,-0.1958,7.2064,Increasing,Stable or Increasing,Monthly,Oct,10 Years
494,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
341,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
329,West Coast,0.0266,7.8132,Stable,Stable or Increasing,Monthly,Oct,10 Years
281,West Coast,-0.0198,6.1315,Stable,Stable or Increasing,Monthly,Oct,10 Years
264,Thompson / Okanagan,0.0284,29.8187,Stable,Stable or Increasing,Monthly,Oct,10 Years
268,West Coast,0.0084,0.5735,Stable,Stable or Increasing,Monthly,Oct,10 Years
332,Thompson / Okanagan,0.2173,16.8415,Stable,Stable or Increasing,Monthly,Oct,10 Years
447,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
334,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
337,West Coast,0.4349,16.4354,Stable,Stable or Increasing,Monthly,Oct,10 Years
340,West Coast,0.1583,21.4318,Stable,Stable or Increasing,Monthly,Oct,10 Years
335,South Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
394,West Coast,-0.0323,12.8554,Stable,Stable or Increasing,Monthly,Oct,10 Years
396,West Coast,-0.0119,1.9211,Stable,Stable or Increasing,Monthly,Oct,10 Years
342,Omineca,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
345,West Coast,-3e-4,52.4405,Stable,Stable or Increasing,Monthly,Oct,10 Years
347,Cariboo,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
348,Thompson / Okanagan,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
422,Thompson / Okanagan,-0.0927,10.0984,Stable,Stable or Increasing,Monthly,Oct,10 Years
349,South Coast,0.0325,2.2257,Stable,Stable or Increasing,Monthly,Oct,10 Years
351,West Coast,-0.1092,9.34,Increasing,Stable or Increasing,Monthly,Oct,10 Years
356,Thompson / Okanagan,-0.0066,7.3704,Stable,Stable or Increasing,Monthly,Oct,10 Years
355,West Coast,-0.0775,4.9009,Stable,Stable or Increasing,Monthly,Oct,10 Years
372,West Coast,0.1806,59.3755,Stable,Stable or Increasing,Monthly,Oct,10 Years
368,West Coast,NA,NA,Recently established well; time series too short for trend analysis,N/A,Monthly,Oct,10 Years
